centre_id,crop_type,quantity,farmers_ahead,current_queue_length,active_counters,staff_count,staff_availability,average_processing_time,current_processing_speed,time_of_day,day_of_week,seasonal_flag,no_show_rate,queue_growth_rate,equipment_status,operational_delay_flag,actual_wait_minutes,is_synthetic
8,Paddy,58.6,10,18,2,3,0.98,19.2,0.81,17,5,0,0.09,1.39,1,0,119.8,True
10,Wheat,39.3,3,13,4,5,0.8,10.1,1.14,14,1,1,0.2,0.61,1,0,9.2,True
3,Wheat,58.4,1,6,4,6,0.82,11.6,1.12,14,2,1,0.07,0.66,1,0,3.8,True
7,Cotton,40.5,13,18,1,1,0.73,14.2,1.05,12,5,0,0.1,1.08,1,0,175.4,True
2,Cotton,8.0,3,6,4,5,0.7,17.2,1.08,16,6,0,0.17,0.15,1,0,11.8,True
9,Maize,36.9,30,31,3,4,0.94,13.6,0.9,15,2,1,0.14,1.28,0,1,176.0,True
6,Mustard,57.8,10,13,1,1,0.74,11.4,1.09,10,3,1,0.15,-0.01,1,0,101.3,True
7,Mustard,19.8,1,2,4,4,0.91,14.7,0.91,10,3,1,0.17,0.41,1,0,5.5,True
9,Maize,51.0,20,21,2,4,0.86,12.7,1.12,16,6,0,0.18,0.97,1,0,116.9,True
4,Wheat,56.6,30,40,2,4,0.85,12.8,0.84,8,4,0,0.08,-0.4,1,0,231.1,True
1,Wheat,57.0,29,31,3,3,0.9,12.0,0.93,10,4,1,0.06,-0.1,1,0,124.8,True
1,Mustard,45.1,21,29,2,4,0.99,18.1,1.1,8,0,0,0.14,-0.15,1,0,172.0,True
4,Paddy,23.9,25,33,4,4,0.81,18.3,1.19,8,2,0,0.11,0.68,0,1,125.6,True
9,Paddy,41.8,9,15,4,5,0.7,12.0,0.86,16,6,0,0.2,-0.22,1,0,30.9,True
5,Cotton,21.8,14,16,1,3,0.96,11.8,1.07,16,3,0,0.18,0.94,0,1,179.4,True
6,Maize,11.9,29,31,4,6,0.79,17.6,1.07,10,0,1,0.08,0.14,1,0,125.0,True
8,Wheat,14.9,4,13,4,4,0.77,15.5,0.88,16,6,0,0.07,0.04,1,0,17.3,True
8,Maize,51.3,25,26,1,3,0.79,11.5,0.99,14,1,1,0.12,0.44,1,0,289.3,True
8,Wheat,38.3,9,16,1,3,0.83,13.9,1.16,14,4,1,0.16,0.63,1,0,113.2,True
4,Wheat,44.8,14,15,2,3,0.79,14.3,1.14,16,6,0,0.19,1.17,1,0,85.5,True
1,Cotton,18.6,4,11,3,5,0.7,12.5,0.83,9,6,0,0.05,1.4,0,1,44.3,True
4,Mustard,17.5,3,4,3,3,0.81,10.4,0.82,14,0,1,0.11,0.44,0,1,35.4,True
4,Mustard,58.8,30,39,1,2,0.98,15.9,1.02,12,5,0,0.16,1.47,1,0,462.3,True
10,Cotton,59.6,1,5,2,2,0.88,19.8,0.8,8,2,0,0.08,0.78,1,0,13.9,True
5,Wheat,53.1,4,8,2,4,0.74,16.5,1.08,15,2,1,0.14,1.49,1,0,29.4,True
2,Cotton,22.3,0,2,4,4,0.88,16.7,1.16,15,2,1,0.2,-0.39,1,0,3.0,True
3,Mustard,27.6,15,16,3,4,0.71,19.7,1.15,12,5,0,0.1,1.08,1,0,89.6,True
4,Wheat,18.2,3,4,4,5,0.96,15.4,0.99,14,0,1,0.08,0.19,1,0,13.8,True
4,Wheat,31.0,25,29,1,3,0.73,15.8,0.8,8,5,0,0.13,-0.04,0,1,519.1,True
10,Wheat,5.8,14,22,2,4,0.71,18.8,1.01,11,6,1,0.08,1.18,1,0,129.6,True
2,Mustard,20.7,4,4,1,1,0.77,11.0,0.92,17,6,0,0.18,-0.47,1,0,49.8,True
2,Paddy,37.6,26,36,1,2,0.83,19.4,1.14,16,6,0,0.16,0.44,1,0,440.4,True
2,Mustard,28.1,15,24,3,5,0.74,12.2,0.85,9,6,0,0.13,0.36,0,1,95.7,True
10,Cotton,40.3,20,21,3,5,0.98,19.6,1.1,14,1,1,0.07,-0.03,0,1,141.8,True
4,Paddy,49.3,1,5,4,4,0.83,15.1,0.97,13,4,0,0.12,-0.32,1,0,3.0,True
7,Wheat,15.6,19,28,3,4,0.98,14.6,0.95,15,2,1,0.12,1.43,1,0,95.6,True
1,Cotton,17.9,25,26,4,4,0.71,18.8,1.07,8,0,0,0.19,1.04,1,0,111.3,True
6,Mustard,52.7,13,15,2,4,0.93,17.8,1.17,12,5,0,0.13,-0.36,1,0,100.5,True
2,Paddy,38.2,20,29,3,4,0.74,12.3,1.16,17,5,0,0.18,0.55,0,1,92.9,True
3,Paddy,7.6,14,22,3,4,0.72,12.0,1.07,10,0,1,0.1,1.21,1,0,50.1,True
5,Wheat,36.2,28,31,2,4,0.7,16.4,1.09,15,2,1,0.1,0.97,0,1,235.8,True
10,Cotton,36.3,14,21,2,2,0.91,12.8,1.19,16,2,0,0.12,-0.2,1,0,71.7,True
8,Cotton,21.2,7,17,3,3,0.83,14.9,0.86,10,4,1,0.18,0.73,1,0,41.8,True
1,Maize,59.2,17,27,2,4,0.74,16.6,0.99,12,6,0,0.19,0.62,1,0,145.7,True
1,Cotton,33.9,17,19,2,2,0.98,13.1,1.0,17,3,0,0.09,-0.26,1,0,108.0,True
4,Cotton,58.9,12,15,3,3,0.83,10.8,1.02,15,6,1,0.18,0.92,1,0,41.4,True
5,Paddy,25.1,27,28,4,5,0.79,16.0,0.87,8,4,0,0.06,-0.3,1,0,122.5,True
7,Paddy,16.3,11,17,4,6,0.74,16.1,1.09,12,5,0,0.07,1.09,1,0,39.2,True
5,Wheat,44.1,25,30,2,4,0.73,17.0,1.15,8,2,0,0.2,0.56,0,1,211.7,True
10,Maize,45.8,24,24,4,5,0.9,16.5,0.94,8,5,0,0.09,0.58,0,1,127.5,True
3,Wheat,19.0,12,14,3,4,0.78,16.0,1.18,12,2,0,0.11,1.4,1,0,48.4,True
2,Maize,8.7,5,5,2,4,0.88,16.3,0.82,11,0,1,0.18,1.48,1,0,49.7,True
8,Maize,47.6,13,22,3,3,0.85,19.4,0.92,15,6,1,0.1,0.61,1,0,92.4,True
10,Maize,13.4,8,13,2,2,0.78,20.0,1.16,11,3,1,0.1,0.4,0,1,96.3,True
7,Cotton,58.3,24,24,2,4,0.77,15.0,1.03,9,1,0,0.05,-0.11,1,0,183.0,True
3,Mustard,46.7,1,5,3,4,0.84,16.3,1.17,11,0,1,0.12,-0.13,1,0,3.6,True
1,Maize,5.4,28,35,3,5,0.89,16.4,0.87,8,3,0,0.13,0.1,1,0,177.2,True
5,Maize,28.6,11,13,3,4,0.82,17.7,0.87,14,1,1,0.17,0.91,0,1,94.1,True
4,Mustard,57.4,23,30,3,4,0.75,15.1,0.95,9,2,0,0.05,0.74,1,0,122.6,True
3,Wheat,26.8,12,21,4,6,0.78,13.6,1.12,16,5,0,0.18,1.26,0,1,60.1,True
1,Mustard,21.9,15,17,2,3,0.75,12.8,1.15,12,5,0,0.11,0.94,1,0,81.1,True
3,Paddy,13.3,15,22,3,4,0.83,14.7,0.81,9,0,0,0.16,0.53,1,0,93.0,True
3,Wheat,53.8,12,21,4,5,0.85,13.5,1.06,14,5,1,0.12,0.68,1,0,34.8,True
7,Paddy,11.1,3,8,3,3,0.77,17.2,0.94,8,4,0,0.1,1.16,1,0,19.4,True
1,Wheat,53.3,21,21,4,4,0.76,19.3,1.19,11,0,1,0.05,-0.15,0,1,104.7,True
7,Paddy,44.9,11,12,3,4,0.97,17.6,1.11,13,1,0,0.06,1.13,1,0,57.6,True
7,Paddy,35.6,25,35,1,2,0.91,14.8,0.98,17,6,0,0.06,1.47,1,0,374.3,True
9,Cotton,5.4,10,12,3,4,0.97,14.1,0.91,8,5,0,0.19,0.23,1,0,54.9,True
8,Maize,34.9,19,19,2,3,0.73,19.5,0.86,12,5,0,0.17,0.02,0,1,244.1,True
7,Wheat,48.2,0,10,3,4,0.91,16.8,0.89,10,5,1,0.11,1.15,1,0,3.0,True
8,Mustard,24.4,1,9,2,3,0.75,19.8,1.2,15,5,1,0.2,0.85,1,0,8.0,True
2,Cotton,42.4,24,28,4,5,0.75,18.9,0.87,11,5,1,0.13,-0.35,0,1,155.2,True
2,Cotton,35.8,28,28,1,1,0.81,13.6,0.82,16,4,0,0.11,1.04,0,1,492.8,True
6,Maize,9.2,26,31,2,2,0.82,10.3,0.95,13,6,0,0.19,-0.45,1,0,136.5,True
8,Cotton,41.5,1,7,1,1,1.0,15.5,0.95,9,6,0,0.17,0.31,1,0,18.6,True
6,Wheat,27.9,6,16,2,3,0.8,18.2,0.96,9,0,0,0.09,-0.49,1,0,59.8,True
8,Mustard,36.3,17,21,4,6,0.78,16.4,0.98,17,3,0,0.18,0.41,0,1,96.1,True
4,Paddy,42.0,9,11,3,3,0.82,16.0,0.96,8,1,0,0.14,0.06,1,0,50.4,True
9,Mustard,51.8,21,23,4,5,0.81,16.0,0.97,17,4,0,0.09,-0.13,1,0,85.8,True
7,Mustard,27.7,24,31,4,5,0.98,16.5,1.06,17,4,0,0.14,0.6,0,1,120.4,True
6,Maize,26.8,13,21,3,5,0.91,19.7,1.01,11,4,1,0.18,0.74,0,1,106.0,True
2,Mustard,43.4,20,25,3,3,0.76,18.4,1.18,12,5,0,0.06,0.15,0,1,131.7,True
2,Cotton,17.6,2,6,3,3,0.86,14.3,0.81,10,4,1,0.09,0.9,1,0,10.4,True
3,Wheat,50.0,18,27,4,6,0.76,16.2,0.93,11,1,1,0.1,0.51,0,1,102.9,True
6,Wheat,46.4,19,25,3,4,0.94,12.3,1.04,12,6,0,0.09,0.41,0,1,95.8,True
8,Wheat,51.4,23,33,3,4,0.89,13.2,1.09,8,5,0,0.15,-0.2,1,0,94.6,True
7,Mustard,46.3,0,7,4,6,0.83,18.2,0.84,8,4,0,0.16,1.26,0,1,22.6,True
3,Cotton,31.4,19,28,3,5,0.89,11.2,1.02,12,5,0,0.07,-0.1,1,0,67.7,True
8,Wheat,18.2,5,9,3,4,0.83,10.3,1.0,14,6,1,0.17,1.17,0,1,42.1,True
7,Paddy,14.0,16,20,3,3,0.78,12.7,0.99,16,4,0,0.17,0.26,1,0,67.7,True
6,Cotton,40.5,12,19,1,1,0.85,17.8,0.8,16,2,0,0.1,1.45,1,0,264.5,True
6,Wheat,16.8,6,10,3,5,0.99,15.4,0.91,14,5,1,0.17,1.34,1,0,36.4,True
2,Paddy,48.9,18,21,4,6,0.85,12.7,1.08,9,0,0,0.15,0.29,1,0,49.8,True
4,Cotton,33.1,7,15,3,5,0.79,16.5,1.06,15,2,1,0.09,0.1,1,0,36.2,True
8,Cotton,54.7,17,20,3,4,0.72,15.5,1.01,9,1,0,0.16,-0.05,0,1,115.5,True
5,Paddy,44.0,15,25,4,6,0.94,10.8,0.85,11,4,1,0.16,0.32,1,0,47.4,True
2,Paddy,21.7,3,10,2,4,0.95,16.5,1.11,10,6,1,0.07,-0.2,1,0,23.9,True
1,Cotton,30.5,9,16,2,3,0.73,13.3,0.83,12,5,0,0.08,0.29,1,0,72.9,True
7,Mustard,7.6,26,32,2,2,0.83,15.9,1.16,9,3,0,0.1,1.33,1,0,178.3,True
2,Maize,46.5,27,31,4,5,0.75,20.0,0.84,12,0,0,0.16,0.77,0,1,187.0,True
7,Maize,50.3,9,17,4,6,0.9,17.8,0.89,13,1,0,0.05,0.22,1,0,43.2,True
8,Cotton,39.9,15,21,2,4,0.96,11.1,0.96,14,4,1,0.13,0.78,1,0,85.5,True
10,Mustard,15.1,23,25,4,6,0.99,13.7,0.93,10,4,1,0.06,1.33,1,0,81.1,True
7,Cotton,37.5,3,4,3,3,0.8,17.1,1.07,14,5,1,0.11,0.75,1,0,19.5,True
1,Cotton,38.0,26,28,1,1,0.96,15.6,0.84,13,6,0,0.11,0.08,1,0,483.1,True
9,Maize,5.4,25,25,4,6,0.7,11.3,0.91,17,3,0,0.16,-0.3,1,0,74.6,True
9,Cotton,36.3,16,21,2,2,0.76,16.4,1.2,15,0,1,0.14,0.61,0,1,132.9,True
9,Mustard,36.4,29,39,3,5,0.98,13.7,1.07,11,1,1,0.08,0.25,1,0,116.4,True
2,Wheat,15.2,25,25,2,4,0.76,11.6,1.16,11,5,1,0.14,0.95,1,0,129.1,True
2,Cotton,32.5,16,17,4,5,0.96,11.9,0.82,9,0,0,0.07,-0.03,0,1,85.6,True
5,Maize,29.1,18,24,4,5,0.82,13.9,0.95,8,6,0,0.15,1.08,0,1,92.1,True
8,Paddy,35.2,26,30,4,5,1.0,11.2,1.16,15,3,1,0.11,1.08,1,0,64.0,True
7,Paddy,35.8,3,7,2,2,0.96,11.7,0.85,10,4,1,0.08,1.25,0,1,49.9,True
8,Mustard,59.9,30,34,2,3,1.0,12.8,1.07,16,2,0,0.06,-0.44,1,0,184.2,True
9,Wheat,36.9,27,35,3,3,0.86,11.6,1.07,15,6,1,0.09,0.66,1,0,103.3,True
2,Cotton,47.3,14,24,1,1,0.81,15.9,1.07,9,6,0,0.13,0.51,1,0,197.6,True
5,Mustard,46.9,1,9,1,1,0.86,13.2,1.2,13,4,0,0.05,-0.01,1,0,7.3,True
9,Paddy,48.5,22,24,3,5,0.96,12.6,1.18,10,6,1,0.17,-0.18,1,0,79.5,True
3,Paddy,29.7,17,26,3,3,0.86,15.6,1.0,16,6,0,0.17,1.22,0,1,114.1,True
4,Cotton,14.2,28,37,3,3,0.8,12.5,1.1,14,1,1,0.13,0.97,1,0,107.3,True
6,Mustard,33.3,5,6,4,6,0.83,14.7,0.91,10,6,1,0.16,-0.04,1,0,13.1,True
10,Mustard,58.2,21,27,3,5,0.82,16.5,1.16,17,6,0,0.12,0.72,1,0,96.8,True
7,Paddy,54.4,3,13,2,4,0.75,13.0,0.9,9,0,0,0.08,0.28,1,0,22.6,True
5,Paddy,28.6,16,24,4,5,0.88,14.4,1.05,8,0,0,0.08,-0.44,1,0,57.8,True
10,Wheat,29.8,2,6,3,5,0.95,17.6,0.84,10,2,1,0.1,-0.25,1,0,12.1,True
6,Wheat,37.6,5,15,2,3,0.84,17.5,1.05,13,4,0,0.06,0.85,1,0,44.2,True
4,Maize,21.6,5,13,3,3,0.77,16.4,1.04,16,2,0,0.13,1.33,1,0,25.2,True
5,Wheat,52.9,0,4,3,4,0.8,11.5,1.14,10,5,1,0.18,0.93,1,0,3.0,True
3,Cotton,28.0,22,26,2,4,0.76,12.9,0.86,8,4,0,0.06,0.13,1,0,166.7,True
1,Wheat,18.6,0,4,3,4,0.86,11.4,1.11,14,4,1,0.15,-0.14,0,1,27.4,True
9,Wheat,40.3,1,7,2,4,0.97,12.5,0.82,16,4,0,0.15,-0.1,1,0,3.0,True
8,Paddy,14.2,8,18,2,4,0.85,18.6,1.06,10,1,1,0.07,0.07,1,0,68.1,True
4,Paddy,59.0,6,9,4,5,0.9,10.7,0.81,17,3,0,0.08,1.04,0,1,46.8,True
6,Mustard,36.5,1,2,1,1,0.91,12.0,1.11,9,0,0,0.11,-0.34,1,0,10.6,True
6,Paddy,46.4,23,29,2,4,0.85,18.9,0.87,16,1,0,0.13,-0.07,0,1,277.5,True
1,Maize,51.4,19,25,4,4,0.88,17.4,0.96,10,5,1,0.11,0.44,1,0,85.2,True
6,Mustard,19.5,26,30,4,4,0.9,16.6,1.14,14,4,1,0.17,-0.03,1,0,90.4,True
6,Maize,34.5,23,33,2,2,0.98,15.7,1.12,15,5,1,0.09,1.34,0,1,183.9,True
4,Paddy,43.2,17,25,2,2,0.93,16.1,0.86,9,1,0,0.13,0.66,1,0,165.0,True
5,Paddy,33.1,10,20,2,2,0.76,19.6,0.99,14,1,1,0.2,0.57,1,0,98.9,True
10,Paddy,49.7,23,23,3,3,0.72,12.1,1.14,17,4,0,0.13,1.25,1,0,76.0,True
8,Cotton,18.9,19,19,3,3,0.75,11.1,0.95,8,6,0,0.11,0.57,1,0,71.3,True
3,Wheat,32.6,19,20,2,3,0.94,13.8,0.82,13,3,0,0.16,1.29,1,0,162.2,True
4,Paddy,53.7,0,2,4,5,0.77,16.8,1.0,16,5,0,0.08,0.3,1,0,3.7,True
2,Cotton,45.8,23,30,1,1,0.85,19.5,0.93,15,6,1,0.07,0.72,1,0,481.9,True
7,Wheat,45.1,13,15,3,3,0.98,15.2,0.8,12,2,0,0.07,0.08,1,0,77.2,True
3,Mustard,44.8,3,4,2,3,0.89,13.1,0.93,9,4,0,0.13,-0.2,1,0,21.1,True
5,Maize,23.1,11,20,1,2,0.71,14.8,0.94,13,1,0,0.07,0.01,1,0,173.6,True
10,Paddy,52.1,13,15,2,3,0.78,12.5,0.82,14,2,1,0.07,1.04,1,0,99.9,True
2,Mustard,36.8,7,15,3,5,0.84,17.7,0.85,9,2,0,0.19,1.26,1,0,43.8,True
4,Maize,50.1,6,6,2,3,0.85,11.0,0.89,16,5,0,0.11,1.29,1,0,34.7,True
5,Maize,30.8,23,28,2,2,0.81,14.5,1.05,14,0,1,0.06,-0.07,1,0,166.1,True
1,Cotton,47.8,8,18,2,2,0.88,13.6,0.86,8,4,0,0.11,-0.09,1,0,67.2,True
3,Maize,38.2,29,35,1,3,0.92,19.4,0.82,16,1,0,0.15,0.45,1,0,687.9,True
7,Maize,45.4,23,28,4,5,0.9,10.4,0.91,15,2,1,0.14,1.04,1,0,64.4,True
2,Cotton,42.5,0,4,1,2,0.81,15.0,0.95,14,6,1,0.06,1.39,1,0,3.0,True
2,Mustard,17.1,3,9,4,4,0.74,10.8,0.82,9,6,0,0.07,0.07,1,0,9.0,True
4,Wheat,42.4,12,21,1,3,0.96,19.8,0.85,16,2,0,0.09,0.39,0,1,306.0,True
6,Mustard,25.3,0,1,3,3,0.73,14.0,0.88,12,2,0,0.16,0.99,1,0,3.0,True
10,Cotton,14.3,27,30,2,2,0.77,16.6,0.83,11,1,1,0.06,0.93,1,0,269.9,True
10,Wheat,44.7,22,29,1,3,0.77,18.4,1.06,16,0,0,0.08,-0.25,0,1,403.8,True
2,Cotton,5.7,11,20,4,5,0.78,18.4,0.91,15,4,1,0.08,0.7,0,1,81.2,True
2,Wheat,31.6,25,35,2,2,0.85,12.0,1.0,12,6,0,0.18,-0.01,1,0,150.2,True
3,Paddy,37.2,20,20,3,5,0.78,19.7,0.83,14,0,1,0.16,0.43,0,1,185.4,True
6,Wheat,41.9,15,18,1,2,0.72,14.6,1.2,12,4,0,0.13,-0.22,1,0,183.0,True
7,Wheat,39.1,1,11,2,2,0.87,17.7,1.02,14,5,1,0.14,-0.36,0,1,30.8,True
1,Wheat,33.9,16,18,2,2,0.83,15.0,0.83,11,4,1,0.16,0.53,1,0,145.2,True
4,Maize,6.3,27,36,4,4,0.76,16.2,1.02,13,1,0,0.14,0.0,0,1,133.9,True
10,Cotton,9.2,26,35,1,2,0.82,13.3,0.86,14,4,1,0.12,0.22,0,1,431.4,True
10,Mustard,30.2,13,17,1,1,0.73,10.0,0.91,16,0,0,0.17,0.49,1,0,141.5,True
6,Mustard,52.6,19,19,3,5,0.93,17.7,0.97,16,2,0,0.07,0.77,0,1,140.6,True
9,Mustard,23.2,7,13,1,1,1.0,18.7,1.04,10,6,1,0.2,1.39,0,1,149.1,True
5,Maize,12.5,26,30,2,2,0.91,16.8,1.12,14,0,1,0.11,0.64,1,0,197.4,True
8,Wheat,42.3,7,11,4,6,0.82,16.8,0.86,14,1,1,0.19,0.79,1,0,32.3,True
10,Mustard,48.4,25,28,4,4,0.84,17.7,1.02,8,4,0,0.08,0.04,1,0,105.6,True
10,Maize,25.4,29,35,2,2,0.8,12.0,1.19,15,6,1,0.14,0.13,0,1,168.5,True
4,Cotton,37.7,1,2,4,4,0.92,14.7,0.87,8,0,0,0.14,-0.33,1,0,6.6,True
6,Cotton,19.1,23,25,2,4,0.75,17.5,1.13,9,0,0,0.16,0.55,1,0,177.7,True
9,Mustard,51.1,17,23,1,3,0.95,18.7,1.19,17,0,0,0.07,0.07,1,0,265.4,True
2,Paddy,38.3,12,13,4,5,0.79,10.7,1.02,16,3,0,0.16,1.31,1,0,28.1,True
2,Maize,49.2,17,19,4,5,0.92,16.1,0.89,9,5,0,0.15,-0.28,1,0,79.6,True
8,Wheat,36.8,19,28,4,4,0.82,15.5,0.81,12,0,0,0.1,0.24,1,0,90.8,True
7,Mustard,10.0,12,13,4,5,0.98,18.6,0.95,9,3,0,0.06,1.45,0,1,81.9,True
8,Mustard,34.0,22,31,2,3,0.75,10.0,0.95,17,2,0,0.09,0.68,1,0,115.6,True
4,Cotton,46.7,12,19,3,3,0.71,11.2,0.93,8,1,0,0.05,0.97,1,0,50.5,True
1,Mustard,25.4,30,34,1,2,0.79,17.0,0.92,13,1,0,0.15,1.49,1,0,551.7,True
4,Paddy,58.2,9,10,4,4,0.95,17.2,0.92,11,0,1,0.11,0.62,1,0,42.6,True
2,Wheat,56.4,7,16,4,6,0.8,12.3,0.96,10,3,1,0.2,-0.49,1,0,24.1,True
1,Paddy,17.6,6,9,2,4,0.92,17.6,1.16,10,5,1,0.16,0.33,1,0,43.7,True
8,Paddy,5.9,2,3,1,1,0.73,11.1,1.17,14,3,1,0.13,0.92,1,0,16.5,True
1,Paddy,49.8,20,21,3,4,0.97,19.6,1.16,17,6,0,0.15,0.11,1,0,111.0,True
8,Cotton,17.2,18,27,4,5,0.97,13.5,1.19,12,5,0,0.12,-0.03,0,1,75.5,True
1,Wheat,21.5,5,14,1,1,0.71,12.1,1.07,9,2,0,0.1,0.48,1,0,65.7,True
3,Maize,57.6,7,17,1,1,0.9,12.4,1.06,14,3,1,0.08,-0.48,1,0,85.2,True
5,Cotton,28.2,8,17,2,4,0.76,17.7,1.1,11,2,1,0.07,-0.06,1,0,69.2,True
3,Wheat,31.9,3,7,2,3,0.77,19.0,0.95,15,6,1,0.14,0.81,1,0,31.4,True
8,Wheat,59.6,26,33,4,5,0.71,17.4,1.16,15,2,1,0.1,-0.34,0,1,119.7,True
4,Paddy,9.5,20,30,4,5,0.97,15.4,1.08,13,5,0,0.07,0.04,1,0,67.1,True
9,Maize,52.3,13,18,3,4,0.75,15.1,1.13,15,6,1,0.07,-0.26,1,0,58.1,True
5,Paddy,16.2,12,22,3,5,0.92,14.5,1.17,8,5,0,0.11,1.47,1,0,52.0,True
1,Paddy,36.2,0,8,1,2,0.89,15.3,0.85,13,6,0,0.11,0.24,1,0,3.0,True
2,Cotton,59.4,18,20,2,2,0.98,10.2,1.18,13,0,0,0.19,1.07,1,0,80.9,True
9,Paddy,26.6,8,17,2,2,0.95,19.8,0.83,15,2,1,0.2,-0.27,1,0,89.3,True
10,Wheat,33.9,10,10,3,4,0.91,14.5,1.15,9,6,0,0.08,0.98,1,0,43.9,True
3,Cotton,27.3,7,12,1,1,0.85,18.2,0.92,12,6,0,0.1,0.86,1,0,135.7,True
5,Maize,13.9,25,32,1,3,0.73,16.8,0.92,10,1,1,0.11,-0.48,1,0,457.7,True
1,Mustard,36.2,14,23,1,3,0.94,18.3,0.81,10,5,1,0.19,-0.31,0,1,341.2,True
5,Mustard,21.5,30,34,1,2,0.76,18.6,0.81,9,1,0,0.11,0.75,0,1,717.8,True
8,Maize,59.1,13,15,1,2,0.74,10.1,0.91,10,3,1,0.19,-0.38,1,0,145.0,True
6,Wheat,55.9,30,32,3,4,0.99,16.4,1.18,16,3,0,0.07,0.02,1,0,133.3,True
10,Mustard,11.1,7,12,3,5,0.89,11.8,0.8,12,0,0,0.06,0.11,1,0,35.9,True
1,Cotton,57.3,11,15,2,3,0.82,14.9,0.98,8,3,0,0.15,-0.19,1,0,87.4,True
6,Wheat,58.0,6,10,1,3,0.83,18.7,0.97,10,3,1,0.07,0.08,0,1,140.0,True
8,Wheat,26.2,9,12,3,4,0.94,18.0,1.0,15,5,1,0.18,0.82,1,0,51.9,True
9,Maize,32.1,13,18,2,3,0.79,13.8,0.8,11,3,1,0.11,1.17,1,0,111.0,True
5,Paddy,48.8,4,9,4,6,0.92,10.7,0.92,16,4,0,0.16,-0.3,1,0,13.1,True
9,Maize,30.8,0,3,1,2,0.71,15.5,1.07,13,4,0,0.13,0.07,0,1,25.7,True
2,Mustard,44.1,2,8,2,3,0.89,11.3,0.88,16,1,0,0.2,0.66,1,0,16.5,True
9,Cotton,39.8,18,28,3,5,0.93,11.4,0.91,17,6,0,0.13,-0.43,1,0,75.7,True
10,Mustard,42.9,14,22,1,1,0.81,19.8,0.98,15,5,1,0.13,1.07,1,0,283.3,True
9,Wheat,37.1,12,12,1,3,0.8,10.4,1.06,10,0,1,0.07,-0.21,1,0,116.1,True
9,Mustard,50.0,0,1,2,4,0.84,14.8,0.95,10,4,1,0.14,0.2,1,0,4.4,True
10,Mustard,50.3,25,32,2,2,0.99,14.2,0.88,8,0,0,0.09,0.99,1,0,204.6,True
10,Wheat,18.5,3,9,4,6,0.89,11.6,1.06,15,3,1,0.16,1.42,1,0,11.8,True
3,Paddy,50.1,30,35,2,2,0.8,10.8,1.17,11,2,1,0.08,0.48,0,1,162.9,True
5,Paddy,54.8,26,35,1,2,0.77,18.3,1.19,10,4,1,0.16,-0.26,1,0,401.5,True
6,Paddy,12.0,0,4,3,4,0.81,19.3,1.18,15,0,1,0.07,0.9,1,0,3.0,True
3,Cotton,41.0,11,17,2,4,0.74,11.9,0.86,8,0,0,0.19,0.01,1,0,74.6,True
10,Cotton,15.3,8,10,3,4,0.77,14.8,1.18,9,1,0,0.15,1.45,1,0,38.1,True
1,Cotton,49.9,4,8,2,4,0.91,10.9,1.13,11,2,1,0.18,0.55,1,0,17.0,True
8,Cotton,19.4,24,24,4,5,0.94,16.5,0.87,16,1,0,0.14,1.3,0,1,139.0,True
7,Wheat,28.0,4,9,3,3,0.98,19.3,1.19,16,2,0,0.18,1.25,1,0,21.2,True
4,Mustard,54.1,11,16,1,3,0.91,10.4,0.86,8,4,0,0.13,1.29,1,0,136.5,True
7,Wheat,41.6,22,27,4,4,0.92,19.6,0.87,8,5,0,0.17,0.39,1,0,122.8,True
2,Wheat,25.1,2,8,4,5,0.84,19.9,1.18,14,6,1,0.1,0.89,1,0,5.2,True
3,Cotton,38.1,29,38,3,5,0.83,19.7,0.82,15,0,1,0.15,-0.48,0,1,256.1,True
10,Cotton,18.4,9,13,2,2,0.99,16.6,0.99,9,2,0,0.19,-0.31,1,0,75.3,True
7,Mustard,35.9,8,12,1,1,0.87,12.0,0.84,14,2,1,0.16,0.84,0,1,135.5,True
8,Wheat,23.4,17,21,4,4,0.95,13.5,1.14,16,4,0,0.17,1.21,1,0,49.7,True
1,Paddy,6.0,4,11,2,4,0.83,19.2,1.13,10,1,1,0.13,-0.22,1,0,32.1,True
3,Paddy,20.3,16,17,1,1,0.85,16.0,1.17,9,0,0,0.13,1.39,0,1,243.7,True
1,Cotton,5.3,6,8,2,3,0.82,10.5,0.86,10,3,1,0.1,0.26,1,0,32.2,True
3,Wheat,27.9,10,12,1,1,0.76,18.7,0.89,16,1,0,0.17,1.03,0,1,241.2,True
1,Wheat,47.6,4,7,1,1,0.72,10.6,0.95,8,2,0,0.17,0.9,1,0,43.9,True
4,Paddy,23.1,17,18,4,5,0.83,13.0,1.12,17,4,0,0.15,-0.07,1,0,53.0,True
1,Wheat,14.3,3,12,2,4,0.87,19.2,0.99,8,5,0,0.09,-0.45,1,0,29.0,True
9,Cotton,25.8,20,21,3,4,0.8,13.4,0.82,15,3,1,0.1,1.39,1,0,106.5,True
2,Paddy,47.7,8,10,4,6,0.91,18.4,0.89,13,5,0,0.11,1.39,0,1,65.8,True
4,Maize,44.9,7,17,2,2,0.82,17.9,1.03,14,6,1,0.09,0.76,1,0,59.9,True
